City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,sol'tsy,58.1239,30.3238,22.03,96,100,3.18,RU,1700370124
281,fort bragg,35.139,-79.006,55.49,67,0,4.61,US,1700370124
282,fortuna,40.5982,-124.1573,53.94,93,75,0.0,US,1700370125
283,urangan,-25.3,152.9,74.23,69,100,11.39,AU,1700370125
284,latnaya,51.6586,38.9011,28.33,79,53,8.95,RU,1700370125
285,tobelo,1.7284,128.0095,83.97,73,75,3.0,ID,1700370126
286,haiku-pauwela,20.9219,-156.3051,74.25,77,63,1.01,US,1700370127
287,ilhabela,-23.7781,-45.3581,75.99,94,100,14.36,BR,1700370127
288,sisimiut,66.9395,-53.6735,31.42,81,98,28.54,GL,1700370128
289,toliara,-23.35,43.6667,83.28,57,1,3.24,MG,1700370129
290,weno,7.4515,151.8468,83.75,74,62,7.2,FM,1700370129
291,broome,42.2506,-75.833,35.67,81,8,1.99,US,1700370130
292,san juan,-31.5375,-68.5364,66.51,22,3,2.77,AR,1700370130
293,mozhga,56.4447,52.2276,19.99,71,6,8.05,RU,1700370131
294,grand falls-windsor,48.9332,-55.6649,53.51,94,100,11.99,CA,1700369977
295,dehloran,32.6941,47.2679,67.95,61,0,6.53,IR,1700370132
296,grand-popo,6.2804,1.8225,75.88,90,87,4.14,BJ,1700370133
297,ulladulla,-35.35,150.4667,95.77,31,42,8.03,AU,1700370133
298,progreso,21.2833,-89.6667,75.11,77,94,5.5,MX,1700370133
299,ruston,32.5232,-92.6379,44.42,93,0,0.0,US,1700370134
300,rampur,28.8167,79.0333,73.9,44,0,5.68,IN,1700370134
301,farap,39.1704,63.6116,58.06,35,77,10.51,TM,1700370135
302,kingston,17.997,-76.7936,81.55,90,40,6.91,JM,1700369901
303,rio grande,-32.035,-52.0986,58.95,78,22,4.85,BR,1700370136
304,priargunsk,50.3691,119.1012,18.23,85,24,2.86,RU,1700370136
305,ginir,7.1333,40.7,60.19,93,100,6.91,ET,1700370137
306,wajir,1.7471,40.0573,75.34,88,100,3.67,KE,1700370138
307,san pedro pochutla,15.7333,-96.4667,74.05,93,18,2.44,MX,1700370138
308,valparaiso,-33.0393,-71.6273,51.44,87,0,4.61,CL,1700370064
309,itoman,26.1247,127.6694,73.78,49,20,12.66,JP,1700370139
310,birao,10.2849,22.7882,71.33,37,98,6.6,CF,1700370140
311,urumqi,43.801,87.6005,36.55,70,98,2.24,CN,1700370140
312,fort mcmurray,56.7268,-111.381,35.19,93,100,6.91,CA,1700370141
313,ambilobe,-13.2,49.05,87.58,50,0,8.46,MG,1700370141
314,walvis bay,-22.9575,14.5053,63.09,88,0,4.61,NA,1700370142
315,sodankyla,67.4167,26.6,-8.37,100,91,0.89,FI,1700370143
316,wickenburg,33.9686,-112.7296,61.45,56,0,5.93,US,1700370143
317,takoradi,4.8845,-1.7554,78.08,87,41,5.82,GH,1700370144
318,arteche,12.2645,125.4048,80.76,89,100,13.22,PH,1700370145
319,bondo,3.8146,23.6866,71.29,99,100,1.63,CD,1700370145
320,verkhnevilyuysk,63.4453,120.3167,5.52,98,98,2.35,RU,1700370146
321,mayya,61.7333,130.2811,-5.69,95,95,3.15,RU,1700370146
322,zungeru,9.8128,6.1558,72.55,21,100,4.03,NG,1700370125
323,gadzhiyevo,69.2551,33.3362,11.17,97,73,7.16,RU,1700370147
324,lebu,-37.6167,-73.65,52.05,84,23,4.29,CL,1700370125
325,lorengau,-2.0226,147.2712,84.92,72,9,11.34,PG,1700370082
326,egilsstadir,65.2653,-14.3948,37.31,87,75,9.22,IS,1700370148
327,ormara,25.2088,64.6357,76.15,52,0,2.91,PK,1700370139
328,stephenville,32.2207,-98.2023,56.19,90,0,3.44,US,1700370150
329,crane,31.3974,-102.3501,60.76,71,78,16.04,US,1700370150
330,lata,40.1629,-8.3327,58.91,92,33,2.39,PT,1700370151
331,laela,-8.5667,32.05,69.87,64,74,6.87,TZ,1700370151
332,rongelap,11.1635,166.8941,82.56,78,28,15.84,MH,1700370152
333,el porvenir,13.7617,-87.3458,70.93,88,26,6.24,HN,1700370152
334,puerto baquerizo moreno,-0.9,-89.6,72.05,83,15,7.43,EC,1700370153
335,malango,-2.9627,119.9001,77.5,94,60,0.94,ID,1700370154
336,colonia,50.9333,6.95,56.43,85,75,8.05,DE,1700370047
337,cabedelo,-6.9811,-34.8339,79.47,88,2,5.12,BR,1700370056
338,altai,46.3722,96.2583,34.86,53,3,3.24,MN,1700370155
339,gimbi,9.1667,35.8333,61.09,88,81,1.12,ET,1700370157
340,kisoro,-1.2854,29.685,60.64,87,36,3.09,UG,1700370158
341,kamina,-8.7386,24.9906,68.31,92,100,0.65,CD,1700370159
342,kapa'a,22.0752,-159.319,78.78,86,87,1.01,US,1700370159
343,elmadag,39.9208,33.2308,33.66,83,95,17.11,TR,1700370160
344,prince rupert,54.3161,-130.3201,44.69,91,100,9.22,CA,1700370160
345,tahoua,14.8888,5.2692,73.13,20,94,11.07,NE,1700370161
346,port-gentil,-0.7193,8.7815,76.59,91,100,7.61,GA,1700370161
347,constantia,44.1833,28.65,36.7,83,100,33.35,RO,1700370067
348,kangding,30.0513,101.9603,53.62,59,22,3.85,CN,1700370162
349,darab,28.7519,54.5444,63.39,51,19,2.62,IR,1700370163
350,hammerfest,70.6634,23.6821,27.05,74,40,10.36,NO,1700370048
351,qui nhon,13.7667,109.2333,74.98,84,100,19.75,VN,1700370164
352,minab,27.1467,57.0801,76.48,61,0,1.77,IR,1700370165
353,huoqiu chengguanzhen,32.3547,116.2939,68.4,34,0,11.63,CN,1700370166
354,xiva,41.3783,60.3639,44.58,50,15,14.41,UZ,1700370166
355,cayeli,41.0923,40.7292,64.92,72,100,6.71,TR,1700370167
356,kalmunai,7.4167,81.8167,84.45,72,94,5.88,LK,1700370167
357,changji,44.0167,87.3167,39.99,70,99,2.24,CN,1700370168
358,sinabang,2.4803,96.3801,82.47,78,97,3.33,ID,1700370168
359,villamontes,-21.25,-63.5,80.94,63,82,4.47,BO,1700370169
360,rakops,-21.0167,24.3333,82.45,28,44,11.25,BW,1700370170
361,alo,7.4178,6.7371,77.22,77,93,1.77,NG,1700370170
362,kansanshi,-12.0951,26.4273,70.43,66,98,4.07,ZM,1700370170
363,kirensk,57.7853,108.1119,27.97,81,100,11.01,RU,1700370171
364,coalcoman de vazquez pallares,18.7833,-103.15,70.39,99,76,3.13,MX,1700370058
365,yulinshi,38.2906,109.7494,47.77,20,0,0.38,CN,1700370172
366,leava,-14.3,-178.1667,83.32,82,36,20.62,WF,1700370172
367,chimore,-16.9833,-65.1333,86.88,51,100,2.19,BO,1700370173
368,syktyvkar,61.6764,50.8099,20.93,92,100,4.47,RU,1700370174
369,tazacorte,28.629,-17.9293,73.15,31,0,8.05,ES,1700370175
370,ola,59.5833,151.2833,23.02,74,100,12.28,RU,1700370176
371,ketchikan,55.3422,-131.6461,42.78,98,100,6.49,US,1700370177
372,lisala,2.15,21.5167,70.7,99,100,2.28,CD,1700370178
373,gandarbal,34.2333,74.7833,57.78,23,100,4.36,IN,1700370179
374,choix,26.7092,-108.3219,76.21,55,35,2.42,MX,1700370179
375,de aar,-30.6497,24.0123,69.58,30,0,2.3,ZA,1700370180
376,tazovsky,67.4667,78.7,-7.78,98,94,8.1,RU,1700370180
377,dakhla,23.6848,-15.958,71.24,46,0,9.8,EH,1700370181
378,tres palos,18.1833,-101.6167,74.19,98,46,2.17,MX,1700370182
379,pekanbaru,0.5333,101.45,89.92,62,40,6.91,ID,1700370182
380,santana,-0.0583,-51.1817,82.58,78,0,9.22,BR,1700370183
381,taltal,-25.4,-70.4833,59.54,85,58,2.35,CL,1700370021
382,mammoth lakes,37.6485,-118.9721,36.25,88,75,3.44,US,1700370003
383,gobabis,-22.45,18.9667,75.15,42,100,12.48,NA,1700370185
384,yeppoon,-23.1333,150.7333,73.18,92,100,13.82,AU,1700370185
385,jind,29.3167,76.3167,76.59,35,0,6.49,IN,1700370186
386,lyudinovo,53.8664,34.4478,19.54,80,73,3.47,RU,1700370187
387,borgarnes,64.5383,-21.9206,28.45,84,99,5.08,IS,1700369995
388,tekeli,44.83,78.8239,42.55,61,100,6.93,KZ,1700370188
389,punta arenas,-53.15,-70.9167,37.51,60,0,12.66,CL,1700370025
390,fuglafjordur,62.244,-6.814,46.87,92,100,30.78,FO,1700370188
391,bima,-8.4667,118.7167,93.54,46,21,1.07,ID,1700370189
392,mili,6.0815,171.735,83.66,76,95,13.15,MH,1700370190
393,myshkin,57.7897,38.4545,21.09,85,99,4.79,RU,1700370190
394,karratha,-20.7377,116.8463,95.99,32,39,12.91,AU,1700370191
395,amursk,50.2261,136.8994,25.99,93,100,6.98,RU,1700369996
396,tommot,58.9564,126.2925,22.17,94,100,4.47,RU,1700370192
397,lompoc,34.6391,-120.4579,60.78,87,100,8.99,US,1700370192
398,huilong,31.8111,121.655,61.75,32,0,9.33,CN,1700370193
399,kayangel,8.0823,134.7173,84.04,78,85,14.45,PW,1700370193
400,mocorito,25.4833,-107.9167,76.21,67,23,1.23,MX,1700370194
401,rouissat,31.9243,5.3502,53.67,50,0,4.61,DZ,1700370194
402,inirida,3.8653,-67.9239,77.58,93,98,3.2,CO,1700370195
403,hobbs,32.7026,-103.136,52.39,83,100,12.66,US,1700370195
404,mahibadhoo,3.7833,72.9667,83.17,73,46,5.37,MV,1700370121
405,coahuayana de hidalgo,18.7,-103.6583,79.02,90,72,1.83,MX,1700370196
406,novodvinsk,64.4165,40.8122,22.78,92,77,8.61,RU,1700370197
407,sandnessjoen,66.0217,12.6316,23.52,87,99,11.92,NO,1700370197
408,utete,-7.986,38.758,80.26,82,66,4.43,TZ,1700370198
409,miracema do tocantins,-9.5618,-48.3967,80.53,64,77,1.03,BR,1700370199
410,kirkwall,58.9848,-2.9587,46.96,100,75,0.0,GB,1700370200
411,tandalti,13.0167,31.8667,78.1,27,100,12.28,SD,1700370200
412,afaahiti,-17.75,-149.2833,80.47,80,83,21.68,PF,1700370201
413,baikonur,45.6167,63.3167,39.43,57,6,4.7,KZ,1700370201
414,bamboo flat,11.7,92.7167,86.09,74,40,8.05,IN,1700370202
415,westerland,54.9079,8.3033,42.82,100,100,16.11,DE,1700370203
416,lubang,13.8584,120.124,82.87,71,29,20.15,PH,1700370203
417,hirara,24.8,125.2833,75.06,64,40,16.11,JP,1700370204
418,howrah,22.5892,88.3103,80.6,74,40,8.05,IN,1700370204
419,trairi,-3.2778,-39.2689,79.02,84,46,8.46,BR,1700370144
420,culpeper,38.5004,-77.9664,43.43,65,0,1.01,US,1700370205
421,kalat,29.0225,66.5916,53.1,51,6,2.84,PK,1700370206
422,el jadid,33.2549,-8.506,63.68,87,0,1.59,MA,1700370190
423,fale old settlement,-9.3852,-171.2468,85.12,76,56,18.59,TK,1700370207
424,pago pago,-14.2781,-170.7025,83.39,79,75,14.97,AS,1700370207
425,laghouat,33.8,2.8651,52.75,57,0,1.7,DZ,1700370208
426,thurso,58.5927,-3.5259,48.45,91,100,6.62,GB,1700370208
427,kigoma,-4.8769,29.6267,76.32,75,69,4.21,TZ,1700370209
428,bikenibeu village,1.3673,173.1241,87.76,74,20,4.61,KI,1700370209
429,voznesenskoye,54.89,42.7569,19.24,79,5,1.99,RU,1700370210
430,feodosiya,45.0333,35.3833,49.41,91,100,37.11,UA,1700370210
431,cabo san lucas,22.8909,-109.9124,80.76,82,1,5.1,MX,1700370211
432,port blair,11.6667,92.75,86.04,74,40,8.05,IN,1700370212
433,ghat,24.9647,10.1728,58.82,37,0,1.99,LY,1700370212
434,antsiranana,-12.2787,49.2917,83.16,65,20,13.8,MG,1700369960
435,noyabrsk,63.1994,75.4507,-3.68,98,75,11.63,RU,1700370213
436,majene,-3.5403,118.9707,87.31,63,9,7.31,ID,1700370214
437,minot air force base,48.4209,-101.3391,32.18,80,0,5.75,US,1700370214
438,soalkuchi,26.1681,91.5711,76.98,78,20,4.61,IN,1700370215
439,thoothukudi,8.8054,78.1453,77.29,94,100,2.3,IN,1700370215
440,sao joao da barra,-21.6403,-41.0511,74.79,88,28,10.07,BR,1700370216
441,taulaga,-11.0553,-171.0883,84.42,76,13,17.94,AS,1700370216
442,santo antonio,-6.3106,-35.4789,73.26,93,9,4.29,BR,1700370217
443,ituango,7.1712,-75.764,62.37,98,99,2.3,CO,1700370217
444,illizi,26.4833,8.4667,58.8,33,0,8.41,DZ,1700370218
445,kinana,14.0361,33.1712,78.06,29,100,11.68,SD,1700370218
446,la passe,45.5549,-0.8967,59.99,92,49,11.92,FR,1700370218
447,klaksvik,62.2266,-6.589,47.32,91,100,33.4,FO,1700370219
448,tindouf,27.6711,-8.1474,57.65,26,0,4.61,DZ,1700369977
449,arkhangel'sk,64.5401,40.5433,23.13,92,100,12.46,RU,1700370130
450,flying fish cove,-10.4217,105.6791,80.28,78,100,12.66,CX,1700370220
451,saint-pierre,-21.3393,55.4781,77.58,65,20,12.66,RE,1700370220
452,lively,46.4334,-81.1498,34.02,74,64,5.93,CA,1700370221
453,maun,-19.9833,23.4167,83.97,25,62,6.13,BW,1700370221
454,hinton,53.4001,-117.5857,35.65,77,90,5.01,CA,1700370154
455,andrews,32.3187,-102.5457,54.0,100,100,9.22,US,1700370222
456,mogok,22.9167,96.5,69.01,76,89,1.66,MM,1700370223
457,saint-philippe,-21.3585,55.7679,76.59,63,0,7.78,RE,1700370223
458,jackson,42.4165,-122.8345,46.85,86,100,1.01,US,1700370007
459,akjoujt,19.6969,-14.4164,74.89,18,5,12.17,MR,1700370224
460,mitu,1.1983,-70.1733,73.47,98,90,1.99,CO,1700370004
461,kruisfontein,-34.0033,24.7314,65.79,59,86,2.48,ZA,1700370225
462,richfield,44.8833,-93.283,47.84,73,0,0.0,US,1700370200
463,la ronge,55.1001,-105.2842,37.65,81,75,5.75,CA,1700370226
464,selfoss,63.9331,-20.9971,28.04,66,85,6.6,IS,1700370227
465,el alto,-4.2714,-81.2147,67.57,83,99,11.56,PE,1700370227
466,alofi,-19.0595,-169.9187,80.49,69,14,13.8,NU,1700370228
467,muli,2.9167,73.5667,82.99,73,72,7.36,MV,1700370228
468,codrington,-38.2667,141.9667,65.17,58,100,10.89,AU,1700370229
469,monroeville,40.4212,-79.7881,37.65,77,0,5.75,US,1700370229
470,la sarre,48.8002,-79.1996,28.26,94,98,6.82,CA,1700370168
471,tromso,69.6496,18.957,28.42,86,75,9.22,NO,1700370230
472,cajati,-24.7361,-48.1228,70.7,94,97,0.76,BR,1700370231
473,utrik,11.2278,169.8474,82.26,77,19,15.48,MH,1700370231
474,barmer,25.75,71.3833,76.95,24,0,7.0,IN,1700370232
475,holyhead,53.3062,-4.6321,55.4,82,100,27.63,GB,1700370232
476,yuscaran,13.9333,-86.85,67.24,91,35,4.81,HN,1700370233
477,falun,60.6036,15.626,3.61,89,90,1.03,SE,1700370233
478,kokkola,63.8385,23.1307,27.93,95,100,10.36,FI,1700370234
479,rikaze,29.25,88.8833,46.27,13,0,1.45,CN,1700370235
480,basco,20.4487,121.9702,74.57,61,93,20.36,PH,1700370235
481,princeville,45.7668,-61.2985,57.61,95,100,20.71,CA,1700370235
482,leninskoye,41.7589,69.3864,52.81,72,99,3.56,KZ,1700370236
483,la puebla del rio,37.2679,-6.0626,57.94,83,25,5.17,ES,1700370236
484,wenling,28.3669,121.36,60.6,47,5,5.03,CN,1700370237
485,yaren,-0.5472,166.916,84.49,71,12,6.6,NR,1700370237
486,qurayyat,31.3318,37.3428,53.78,94,0,0.0,SA,1700370237
487,sambhal,28.5833,78.55,75.18,43,0,6.02,IN,1700370238
488,nikol'sk,53.7189,46.0712,19.2,64,0,4.09,RU,1700370239
489,ambodifotatra,-16.9833,49.85,78.39,74,53,10.67,MG,1700370239
490,el fasher,13.6279,25.3494,68.07,24,100,6.53,SD,1700370240
491,zaozersk,69.4005,32.4476,8.37,98,70,6.24,RU,1700370240
492,greymouth,-42.4667,171.2,59.5,72,16,10.69,NZ,1700370241
493,kourou,5.1552,-52.6478,80.65,91,18,6.4,GF,1700370242
494,cova figueira,14.8905,-24.2934,73.92,65,99,7.09,CV,1700370242
495,lockhart,28.6194,-81.4426,67.05,94,32,1.01,US,1700370187
496,balurghat,25.2167,88.7667,79.65,63,0,6.04,IN,1700370243
497,durban,-29.8579,31.0292,72.52,83,11,1.57,ZA,1700370219
498,lashio,22.9333,97.75,73.71,64,69,0.65,MM,1700370245
499,sao felix do xingu,-6.6447,-51.995,76.96,71,100,1.57,BR,1700370246
500,nouadhibou,20.931,-17.0347,71.58,56,0,10.36,MR,1700370152
501,sarikei,2.1167,111.5167,86.32,77,88,3.56,MY,1700370247
502,acarau,-2.8856,-40.12,79.12,83,45,11.45,BR,1700370248
503,borogontsy,62.6683,131.1683,-9.04,97,100,4.68,RU,1700370248
504,kalemie,-5.9475,29.1947,74.93,74,83,1.07,CD,1700370249
505,sao gabriel da cachoeira,-0.1303,-67.0892,75.67,92,97,2.06,BR,1700370027
506,praya,14.9215,-23.5087,77.54,41,0,5.75,CV,1700370250
507,karymskoye,51.6167,114.35,31.46,66,24,2.77,RU,1700370250
508,longboat key,27.4125,-82.659,71.01,63,20,6.91,US,1700369741
509,carutapera,-1.195,-46.02,79.23,82,93,5.95,BR,1700370251
510,padang,-0.9492,100.3543,84.25,80,100,5.06,ID,1700370184
511,piacabucu,-10.4056,-36.4344,76.84,83,1,10.0,BR,1700370221
512,saint albans,51.75,-0.3333,53.4,89,75,14.97,GB,1700370145
513,al jubayl,27.0112,49.6583,72.9,56,86,3.74,SA,1700370253
514,queenstown,-31.8976,26.8753,67.8,48,65,3.38,ZA,1700370196
515,bandon,51.7469,-8.7425,51.39,90,100,27.31,IE,1700370254
516,al bawiti,28.3492,28.8659,62.87,72,0,12.15,EG,1700370254
517,binefar,41.8488,0.2968,41.77,66,11,2.13,ES,1700370255
518,terrace,54.5163,-128.6035,41.22,100,100,4.61,CA,1700370255
519,mokhotlong,-29.2894,29.0675,64.2,38,1,6.15,LS,1700370256
520,hunsur,12.3075,76.2878,76.66,61,100,9.66,IN,1700370257
521,zyryanskoye,56.8306,86.6258,37.13,95,99,23.2,RU,1700370257
522,igarka,67.4667,86.5833,-1.77,95,100,9.69,RU,1700370258
523,sasovo,54.3537,41.9199,19.13,83,4,1.01,RU,1700370258
524,la libertad,-2.2333,-80.9,71.96,85,100,10.71,EC,1700370259
525,gereida,11.2811,25.1414,72.66,20,97,12.48,SD,1700370259
526,adrar,20.5022,-10.0711,67.84,19,0,10.63,MR,1700370260
527,saurimo,-9.6608,20.3916,66.58,97,100,4.65,AO,1700370260
528,ban houakhoua,20.2453,100.4547,80.38,37,68,3.62,LA,1700370261
529,bonthe,7.5264,-12.505,75.36,91,99,4.99,SL,1700370261
530,yacimiento rio turbio,-51.5732,-72.3508,24.93,92,9,2.01,AR,1700370262
531,cannonvale,-20.2833,148.7,79.99,63,43,9.93,AU,1700370262
532,kailua-kona,19.6406,-155.9956,78.76,74,40,6.91,US,1700370263
533,chulakkurgan,43.765,69.1814,42.55,68,81,4.56,KZ,1700370264
534,palmer,42.1584,-72.3287,37.15,70,0,4.94,US,1700370264
535,sarmiento,-45.5882,-69.07,45.75,60,18,19.42,AR,1700370264
536,jinja,0.439,33.2032,67.95,91,33,1.16,UG,1700370265
537,rute,37.3269,-4.3683,52.39,75,2,3.98,ES,1700370265
538,cachoeiras de macacu,-22.4625,-42.6531,81.25,77,99,3.44,BR,1700370229
539,greenland,43.0362,-70.8328,35.85,77,0,4.61,US,1700370266
540,murun-kuren,49.6342,100.1625,36.9,49,38,2.93,MN,1700370267
541,kuta,-8.7233,115.1723,82.35,88,75,5.99,ID,1700370267
542,kenai,60.5544,-151.2583,-5.75,84,0,0.0,US,1700370268
543,dryden,49.7833,-92.7503,25.09,100,20,2.3,CA,1700370078
544,waynesville,35.4887,-82.9887,48.74,88,0,3.0,US,1700370268
545,susanville,40.4163,-120.653,46.24,83,100,15.99,US,1700370269
546,nuuk,64.1835,-51.7216,32.61,80,100,37.98,GL,1700370269
547,saynshand,44.8824,110.1163,36.86,49,25,6.58,MN,1700370271
548,gyeongju,35.8428,129.2117,53.8,46,2,8.79,KR,1700370271
549,al mijlad,11.0333,27.7333,76.3,22,97,9.66,SD,1700370272
550,port macquarie,-31.4333,152.9167,74.89,62,35,15.61,AU,1700370272
551,mirnyy,62.5353,113.9611,23.23,85,100,8.99,RU,1700370273
552,cipo,-11.0997,-38.5136,71.55,88,9,4.83,BR,1700370273
553,pisco,-13.7,-76.2167,66.25,88,100,1.14,PE,1700370274
554,port pirie,-33.1833,138.0167,75.67,45,28,19.35,AU,1700370274
555,mbale,1.0821,34.175,69.67,84,20,1.48,UG,1700370275
556,yudong,29.385,106.5194,63.5,64,47,1.72,CN,1700370275
557,tidjikja,18.5564,-11.4271,73.63,19,24,13.49,MR,1700370151
558,diu,20.7141,70.9822,84.22,42,0,9.57,IN,1700370276
559,xianning,29.8833,114.2167,68.58,33,6,1.16,CN,1700370043
560,al wajh,26.2455,36.4525,71.55,60,0,4.61,SA,1700370277
561,ouadda,8.0777,22.4007,69.51,58,93,4.03,CF,1700370278
562,flin flon,54.7682,-101.865,26.06,92,33,6.53,CA,1700370206
